domain,group,authors_country_flag,work_num,std_variance_to_cen,mean_variance_to_centroid,max_variance_to_centroid,min_variance_to_centroid,Breadth
Acetic acid-2,cn,CN,3243.0,0.9053096,8.927621,12.712634,6.446597,8.49043168363363
Acetic acid-2,us,US,3803.0,0.83395165,9.63752,12.787578,6.9011874,9.842617197094173
Acetoacetic ester synthesis-2,cn,CN,5.0,1.2762761,6.122548,8.393072,4.8593893,5.230963826179504
Acetone-2,cn,CN,2617.0,0.9936164,8.777435,13.142136,6.0131345,8.227272514611087
Acetone-2,us,US,3180.0,0.8395176,9.7269745,13.438731,6.7442484,10.001819459665498
Acetonitrile-2,cn,CN,2842.0,0.8696412,8.921924,11.993252,6.1443343,8.459724404252157
Acetonitrile-2,us,US,4552.0,0.78298855,9.4888315,12.3357115,6.7490935,9.492955569881914
Acetylacetone-2,cn,CN,283.0,1.1213253,8.505615,11.283243,5.63723,7.806246165465922
Acetylacetone-2,us,US,189.0,0.89432186,9.065962,11.797662,7.1490707,8.7572554760973
Acetylcholine-2,cn,CN,600.0,0.959415,8.329616,11.361948,5.9333706,7.416627832396898
Acetylcholine-2,us,US,7931.0,0.87050754,9.0199375,12.072507,5.8918047,8.611844708963616
Acetylene-2,cn,CN,1097.0,1.2621487,8.438836,12.249428,5.682885,7.623750547853206
Acetylene-2,us,US,1699.0,0.88995236,9.38667,12.233529,5.6920333,9.264302623514835
Acetylenedicarboxylate-2,cn,CN,51.0,1.0498388,6.445516,9.587345,4.781524,4.645110770767815
Acetylenedicarboxylate-2,us,US,16.0,1.238139,7.138465,9.61555,5.2286873,5.946466699242592
Acetylide-2,cn,CN,218.0,0.9991623,7.9343443,10.623978,5.288639,6.725869770582946
Acetylide-2,us,US,272.0,0.93888044,8.755748,11.892865,5.9622345,8.11845803042489
Achene-2,cn,CN,36.0,0.7660444,7.809238,9.139902,6.3646865,6.648885066769708
Achene-2,us,US,82.0,0.9547569,8.813055,11.783948,6.331789,8.393417518205666
Achievement Orientation-2,us,US,22.0,0.9206777,7.880632,9.631351,6.7519126,6.890893588850517
Achillea millefolium-2,cn,CN,6.0,1.215353,7.459145,9.304243,6.1169186,7.168115973472595
Achillea millefolium-2,us,US,17.0,1.2925323,8.583507,10.774813,6.3988514,8.50589136282602
Achillea-2,cn,CN,2.0,0.0,4.757061,4.757061,4.757061,4.799720644950867
Achondroplasia-2,cn,CN,30.0,1.4142191,6.6842914,9.496346,4.591513,5.174406856445259
Achondroplasia-2,us,US,199.0,1.1790121,7.7429676,11.178764,4.9917936,6.565973037207812
Achromatic lens-2,cn,CN,273.0,1.3908471,7.845689,11.085068,5.05377,6.688212945277101
Achromatic lens-2,us,US,743.0,0.850239,9.188662,12.211171,6.7311325,8.96922556358615
Acid etching-2,cn,CN,19.0,1.3815429,7.666011,10.427623,5.575968,6.688964227486764
Acid etching-2,us,US,55.0,1.0396913,8.950255,12.586403,7.114201,8.590330473310885
Acid gas-2,cn,CN,52.0,1.0948244,7.4457054,10.152733,4.9762616,6.094505786895752
Acid gas-2,us,US,121.0,0.9719961,8.346748,10.866464,5.7627316,7.502386897042768
Acid mine drainage-2,cn,CN,197.0,1.1415068,6.48576,10.059834,4.5155377,4.595825968660876
Acid mine drainage-2,us,US,355.0,1.0426168,7.6363583,11.116334,5.271737,6.238483128287612
Acid rain-2,cn,CN,193.0,1.2188609,7.7863917,11.435626,4.6019073,6.570735357036654
Acid rain-2,us,US,313.0,0.95035577,8.508568,11.401962,5.6961994,7.740526189201674
Acid value-2,cn,CN,203.0,0.9785349,7.475004,10.479498,5.2203836,6.024923032937352
Acid value-2,us,US,55.0,0.9754635,8.623464,10.641135,6.9480515,8.058832059949523
Acidosis-2,cn,CN,248.0,1.0209589,7.9267316,10.286854,5.6791883,6.837442097658041
Acidosis-2,us,US,3587.0,0.9446477,8.6965475,12.168945,5.5208874,8.067640317273316
Acis-2,cn,CN,23.0,1.5871062,7.3975563,11.592867,6.124303,6.349462883274555
Acis-2,us,US,96.0,1.4485729,9.08558,12.481785,6.702732,8.96580059996299
Acknowledgement-2,cn,CN,126.0,1.471851,8.614591,11.762342,6.273854,8.105940661891808
Acknowledgement-2,us,US,335.0,1.0197355,9.423992,13.142195,5.534636,9.538972079562896
Acne-2,cn,CN,432.0,1.3141485,6.7655854,12.1711235,4.607959,5.09535236790046
Acne-2,us,US,1617.0,1.3620514,7.838312,12.444802,4.63795,6.735800835345657
Aconitine-2,cn,CN,255.0,1.2119508,6.8546925,10.887726,4.0960345,5.168548134273493
Aconitine-2,us,US,43.0,0.84741026,8.688444,10.611412,7.3928785,8.211499345288729
Acorn-2,cn,CN,30.0,1.7133108,8.331312,12.1543865,6.135351,7.844007022079381
Acorn-2,us,US,185.0,1.3509521,8.410388,12.467744,6.1890078,7.735237090192882
Acoustic emission-2,cn,CN,1656.0,1.1943996,7.372018,12.286334,4.9676013,5.895227415276466
Acoustic emission-2,us,US,981.0,0.9886761,8.527778,12.294848,5.8462987,7.727298399701368
Acoustic neurinoma-2,cn,CN,3.0,0.8266108,5.3357854,6.460949,4.4985523,4.504633943239853
Acoustic neuroma-2,cn,CN,76.0,1.0585502,6.284008,8.883288,3.9218874,4.376453115059448
Acoustic neuroma-2,us,US,441.0,1.2696015,6.9195576,10.384521,3.7742116,5.263848616838587
Acoustic sensor-2,cn,CN,231.0,1.0614562,7.635487,10.875747,5.5631523,6.275394496461644
Acoustic theory-2,us,US,13.0,1.0521215,8.083768,9.944324,6.42745,7.629925328673735
Acoustic wave-2,cn,CN,1092.0,0.99845934,8.187216,12.371737,5.756074,7.123716382331921
Acoustic wave-2,us,US,1384.0,0.87148774,8.998391,12.319653,5.4773107,8.525493473820816
Acre-2,cn,CN,29.0,1.4636205,9.3549185,11.61289,7.425002,9.74405517496129
Acre-2,us,US,2146.0,1.4214216,8.795803,13.354654,6.12931,8.327969923282822
Acremonium-2,cn,CN,52.0,0.90007776,7.8670783,9.968311,6.2389345,6.716006726790695
Acridine derivatives-2,cn,CN,45.0,1.28719,6.816507,11.0129595,4.6536045,5.250530045707933
Acridine derivatives-2,us,US,62.0,0.97473747,8.164343,10.961359,6.204044,7.278677479165509
Acridine-2,cn,CN,185.0,1.0132862,7.933844,10.866306,5.8489614,6.795790754824594
Acridine-2,us,US,372.0,0.8334541,8.94382,11.551674,6.9870057,8.510722999030449
Acridone-2,cn,CN,60.0,0.9237171,7.4955387,9.14635,5.907854,6.164475756385457
Acridone-2,us,US,35.0,1.375393,8.385307,11.872403,5.3461466,7.849282341844898
Acriflavine-2,cn,CN,10.0,0.89427996,7.5124946,8.992478,6.4370174,6.713714400927231
Acriflavine-2,us,US,89.0,0.8647352,8.995782,11.101439,7.3501506,8.676730584166762
Acritarch-2,cn,CN,12.0,1.0673289,7.4933124,9.3769655,5.81961,6.541097028688952
Acritarch-2,us,US,36.0,0.798327,8.743742,10.072431,7.1396375,8.275501264466172
Acromioclavicular joint-2,cn,CN,119.0,1.6617808,4.845606,11.231104,2.758172,2.801347483288154
Acromioclavicular joint-2,us,US,277.0,1.3118988,7.0986443,10.987813,4.257989,5.501525783120925
Acronym-2,cn,CN,37.0,1.1117563,8.576905,11.640872,7.1000996,8.184030416632893
Acronym-2,us,US,164.0,1.0022491,9.169626,11.706487,5.103789,9.090424366117574
Acrylonitrile butadiene styrene-2,cn,CN,227.0,1.0757029,7.3542566,10.464721,5.042154,5.8809628686286
Acrylonitrile butadiene styrene-2,us,US,224.0,1.2424173,8.051687,10.841085,5.390935,7.060244857857924
Actin-2,cn,CN,1088.0,1.0536958,8.137731,11.245889,5.1895943,7.147631768019849
Actin-2,us,US,12703.0,0.9879089,8.476632,12.324306,5.435967,7.7217938281790595
Actinide-2,cn,CN,288.0,1.1549293,8.377265,12.209504,5.677462,7.489300737388049
Actinide-2,us,US,1564.0,0.9491874,8.97086,11.904264,6.186281,8.48498300904825
Actinidia chinensis-2,cn,CN,127.0,1.1209172,7.2565928,10.054356,5.244402,5.772488290544544
Actinidia chinensis-2,us,US,19.0,0.8160635,7.844904,9.444331,6.740197,6.965023162318218
Actinidia deliciosa-2,cn,CN,63.0,1.1869859,7.0833187,10.047222,4.594657,5.555328559711583
Actinidia-2,cn,CN,139.0,1.0818952,7.169445,10.684976,5.200009,5.60962903865574
Actinomycosis-2,cn,CN,35.0,1.1012285,6.0016904,8.300428,3.877781,4.099011256520541
Actinomycosis-2,us,US,226.0,1.0983799,7.4491816,10.760262,5.1094327,5.995918287251868
Action plan-2,cn,CN,117.0,0.93835264,8.05558,11.482371,6.0074224,7.069198859149012
Action plan-2,us,US,480.0,1.0393085,8.552912,11.962344,6.4332867,7.90515752959034
Action research-2,cn,CN,122.0,1.3438076,7.42463,9.977607,4.4020348,6.041251430826748
Action research-2,us,US,874.0,1.0557936,7.733656,12.318445,5.166852,6.39937552257895
Action spectrum-2,cn,CN,5.0,1.2704072,6.7546425,8.417533,4.937912,6.269346475601196
Activation energy-2,cn,CN,4545.0,0.9488845,9.082746,12.705862,6.208761,8.719759270140855
Activation energy-2,us,US,6194.0,0.74850404,9.750037,12.736681,6.419429,9.989132527857294
Active carbon-2,cn,CN,184.0,0.9637752,8.205355,11.883805,6.08942,7.1758584466385
Active carbon-2,us,US,43.0,1.0204148,9.151805,11.95484,7.825691,9.077047347890456
Active compound-2,cn,CN,53.0,1.722075,7.2815876,12.941827,4.841193,6.086092207406608
Active compound-2,us,US,43.0,0.7874202,8.819299,10.966865,7.2373185,8.476944738052211
Active database-2,cn,CN,18.0,1.4930767,7.4537897,10.352355,5.304782,6.421254682385055
Active database-2,us,US,86.0,1.0490931,6.984172,9.823035,4.7010956,5.253777265059469
Active ingredient-2,cn,CN,548.0,1.272078,7.3627005,11.428014,4.853718,5.974028092645824
Active ingredient-2,us,US,673.0,1.060562,8.280013,12.547657,5.258915,7.418653888635831
Active listening-2,cn,CN,452.0,1.2340138,8.211411,11.84403,5.1820884,7.29316416360173
Active listening-2,us,US,3861.0,0.99302095,8.815731,12.2405205,5.620116,8.303220783827186
Active matter-2,cn,CN,16.0,0.9845704,6.5597353,8.329887,5.106348,4.96770764390628
Active matter-2,us,US,211.0,0.9855342,7.3636756,12.767729,5.445301,5.838659792479845
Active monitoring-2,cn,CN,5.0,0.45718482,8.621181,9.055418,7.7602954,9.863567054271698
Active monitoring-2,us,US,18.0,1.5081599,8.827785,11.916735,6.28598,8.983399139510269
Active networking-2,cn,CN,73.0,1.2448035,8.078619,11.857486,5.7690315,7.060077485624049
Active networking-2,us,US,110.0,1.1061239,8.431648,11.264191,6.292662,7.615833556973925
Active oxygen-2,cn,CN,95.0,1.2334883,7.506681,11.088112,5.6347065,6.100893315175824
Active oxygen-2,us,US,43.0,1.0457728,8.994875,11.346897,7.053574,8.819760829210281
Active principle-2,cn,CN,8.0,1.2863429,6.745008,9.232271,5.2103806,5.778704157897408
Active safety-2,cn,CN,177.0,1.0128143,6.348421,11.555309,4.586326,4.381251322925053
Active safety-2,us,US,87.0,0.8488569,7.2801127,10.325519,5.4869423,5.723544548170295
Active vision-2,cn,CN,51.0,0.95727056,7.2322054,10.109538,5.893526,5.731729580431562
Active vision-2,us,US,117.0,0.9119467,7.5720706,10.80115,5.685863,6.166466931621173
Activities of daily living-2,cn,CN,771.0,1.3065438,7.595972,11.966972,4.615577,6.3064906155776015
Activities of daily living-2,us,US,4234.0,1.1315138,8.009875,12.326639,4.9132705,6.938395927920098
Activity detection-2,cn,CN,41.0,1.2032741,8.675728,10.677612,6.9349384,8.279670356977277
Activity detection-2,us,US,30.0,1.6341095,7.752132,11.969613,5.920137,6.85382076525336
Activity recognition-2,cn,CN,534.0,1.2628579,6.5833907,11.345398,4.2512517,4.72690312851995
Activity recognition-2,us,US,639.0,1.1048611,7.059903,11.777359,4.7766795,5.377128059838924
Activity theory-2,cn,CN,19.0,0.9385373,7.009706,8.761978,5.546922,5.548334592267096
Activity theory-2,us,US,47.0,0.98094666,7.5632358,9.911441,5.5071025,6.24950677876312
Activity-based costing-2,cn,CN,195.0,1.5983171,7.729466,12.556833,4.8330584,6.605590959248204
Activity-based costing-2,us,US,725.0,1.132909,8.687622,12.389239,6.1475987,8.12568115411861
Actuary-2,cn,CN,5.0,1.5057416,4.363712,6.8863344,3.1201727,3.005997339884445
Actuary-2,us,US,17.0,0.83018553,7.82589,9.761503,6.411316,6.9671347956446965
Actuator-2,cn,,,,,,,
Actuator-2,us,,,,,,,
Acute abdomen-2,cn,CN,65.0,0.88251406,7.2757907,9.495404,5.1994877,5.727408015384114
Acute abdomen-2,us,US,308.0,1.0407736,7.7258983,10.483149,4.9068956,6.360488260635748
Acute angle-2,cn,CN,19.0,2.0921783,6.866541,12.055372,4.685453,5.794060404537717
Acute angle-2,us,US,17.0,1.4812294,8.613058,11.242827,6.4559574,8.57303398935234
Acute appendicitis-2,cn,CN,109.0,1.2708966,6.182758,9.845817,3.7207265,4.266437811564458
Acute appendicitis-2,us,US,556.0,1.1192458,7.1373377,10.573334,4.272564,5.503036339167309
Acute exposure-2,cn,CN,20.0,0.955605,7.393097,9.005287,5.5336185,6.289940201051053
Acute exposure-2,us,US,213.0,0.99781215,8.65088,11.829562,5.987289,8.047988925673224
Acute gastroenteritis-2,cn,CN,110.0,1.5011619,5.720311,8.925177,3.191071,3.760142797624397
Acute gastroenteritis-2,us,US,206.0,1.4003011,7.1792207,10.764337,4.6759157,5.7029478890267455
Acute generalized exanthematous pustulosis-2,us,US,58.0,1.1901631,5.9695005,8.522505,3.635726,4.014342789886001
Acute illness-2,cn,CN,3.0,0.18245472,5.9098735,6.054532,5.6525035,5.5992831786473545
Acute illness-2,us,US,78.0,1.0840107,8.162294,11.156016,5.9459977,7.294072716425859
Acute injury-2,cn,CN,13.0,1.057439,7.792348,9.867816,6.3445663,7.14320150705484
Acute injury-2,us,US,66.0,1.0742321,8.073214,10.2892885,5.1497283,7.171457492961338
Acute kidney failure-2,cn,,,,,,,
Acute kidney failure-2,us,,,,,,,
Acute kidney injury-2,cn,CN,2667.0,1.1960356,6.7252803,11.04154,4.1078086,4.962170248787231
Acute kidney injury-2,us,US,4229.0,1.1416327,7.4065294,11.403321,3.9475276,5.954058059576184
Acute medicine-2,us,US,22.0,1.0099074,7.215109,9.1678095,5.819304,5.910830335183576
Acute pain-2,cn,CN,53.0,1.4147955,7.104401,10.79174,4.6285787,5.671787286685785
Acute pain-2,us,US,600.0,1.2343779,7.323625,12.25499,4.335192,5.875797223038575
Acute pancreatitis-2,cn,CN,1691.0,1.2374372,6.5315285,11.293275,3.4398434,4.688402049220059
Acute pancreatitis-2,us,US,1831.0,1.0715766,7.68156,10.797973,4.5344596,6.316150999546608
Adam smith-2,cn,CN,2.0,0.0,4.8878145,4.8878145,4.8878145,5.122625827789307
Adam smith-2,us,US,45.0,1.2239753,7.569375,12.293335,5.926609,6.395281104728426
Adamantane-2,cn,CN,195.0,0.84262705,8.411536,10.830254,6.1200566,7.534358740200346
Adamantane-2,us,US,215.0,0.819556,8.778622,10.826615,6.6992474,8.199816309057823
Adansonia digitata-2,us,US,3.0,1.2604643,6.148336,7.8877883,4.941143,6.217178702354431
Adaptability-2,cn,CN,4329.0,1.0945711,8.968267,13.192535,6.102178,8.616921021111267
Adaptability-2,us,US,1412.0,0.9084791,9.556207,12.7767105,5.6199794,9.738594560939603
Adaptive algorithm-2,cn,CN,212.0,1.2552637,7.658005,12.4420805,5.130128,6.350599003613098
Adaptive algorithm-2,us,US,142.0,1.0848778,7.9044013,11.645719,5.1327662,6.738324234872778
Adaptive behavior-2,us,US,505.0,1.1120481,8.208642,12.880982,5.582104,7.290547838795035
Adaptive filter-2,cn,CN,2804.0,1.0125946,7.695287,13.162211,5.0412397,6.343766713410787
Adaptive filter-2,us,US,2362.0,0.8144063,8.194046,12.871655,5.183236,7.136762932990223
Adaptive functioning-2,cn,CN,9.0,2.0318127,7.406251,10.832044,5.192031,7.0906283599989735
Adaptive functioning-2,us,US,227.0,1.2751052,7.679413,13.097173,5.709012,6.433702066624392
Adaptive learning-2,cn,CN,150.0,1.0156894,8.157146,10.467416,5.6489906,7.098374437432426
Adaptive learning-2,us,US,163.0,0.9040585,8.269292,10.601682,5.331358,7.32705049401855
Adaptive management-2,cn,CN,22.0,1.3675156,7.264921,9.845799,5.064915,6.025536416412948
Adaptive management-2,us,US,296.0,1.1978048,7.6104636,12.762805,5.1787267,6.318169799779355
Adaptive mesh refinement-2,cn,CN,151.0,1.0166775,7.808522,10.102286,5.715917,6.4987400373267405
Adaptive mesh refinement-2,us,US,597.0,0.8731779,8.126343,10.710157,5.6802683,6.965099031840154
Adaptive optics-2,cn,CN,1440.0,1.2474264,7.5476584,11.818741,4.6904416,6.155574844201524
Adaptive optics-2,us,US,3393.0,0.977804,8.469673,11.48904,5.527166,7.618613496698245
Adaptive optimization-2,cn,CN,29.0,0.90496945,7.8868976,10.214635,6.2877693,6.935304572135934
Adaptive optimization-2,us,US,31.0,0.88603693,8.731885,10.022999,7.066383,8.348263123983983
Adaptive response-2,cn,CN,11.0,1.0363357,7.8202696,9.269795,6.466207,7.36823671393924
Adaptive response-2,us,US,181.0,1.0977061,8.622623,12.552852,5.72681,8.092030263254316
Adaptive reuse-2,cn,CN,18.0,1.7168642,5.9107575,11.751776,4.4214153,4.253230024786561
Adaptive reuse-2,us,US,15.0,1.6958699,7.75099,12.173432,5.2856708,7.19496091206868
Adaptive strategies-2,cn,CN,98.0,1.3118985,7.8214574,10.571456,5.6139503,6.729226041127717
Adaptive strategies-2,us,US,128.0,0.8926115,8.969041,11.924328,6.830644,8.686633346542223
Adaptive system-2,cn,CN,580.0,1.2942824,7.4761915,12.341458,5.50685,5.993091642287055
Adaptive system-2,us,US,452.0,0.93578064,8.261797,11.821532,6.178582,7.258185490978278
Adaptive value-2,cn,CN,7.0,0.797576,8.472638,9.851911,7.2919393,8.970003468649736
Adaptive value-2,us,US,131.0,1.0499341,8.441057,12.087501,6.1927023,7.774781647389318
Added value-2,cn,CN,54.0,1.3273932,7.8752594,10.586914,5.943144,6.859100156526807
Added value-2,us,US,24.0,1.1693943,8.385107,10.5704,6.5145745,7.924225410341705
Addendum-2,cn,CN,68.0,1.1780152,9.097039,12.505199,6.4966164,9.047772346676638
Addendum-2,us,US,149.0,0.93388444,9.689717,11.697364,6.8433237,10.125154720649803
Addiction-2,cn,CN,967.0,1.0421443,7.891604,12.187413,4.9514637,6.68651710776507
Addiction-2,us,US,11876.0,1.0030106,8.090307,12.460912,4.542191,7.009957470045862
Addition theorem-2,cn,CN,13.0,0.752642,8.136645,9.378407,7.149748,7.665935474814788
Additionality-2,cn,CN,10.0,1.3707201,7.0932655,9.932455,5.493923,6.19042797221077
Additionality-2,us,US,42.0,0.8897027,7.8942337,10.523308,5.930494,6.782510593170073
Additive function-2,cn,CN,122.0,0.8887561,9.141262,11.388749,7.163078,8.987637485827563
Additive function-2,us,US,371.0,0.9747012,9.458563,11.724395,6.183577,9.569656327961267
Additive model-2,cn,CN,63.0,1.2431834,7.212152,11.005764,5.143128,5.835173538081534
Additive model-2,us,US,163.0,1.1849954,7.687667,11.0497265,5.1810303,6.543915998183138
Address space-2,cn,CN,64.0,0.7788109,8.145369,10.248425,6.643509,7.068121928485141
Address space-2,us,US,139.0,0.85043746,8.413672,10.706144,6.699549,7.48265391482002
Adduct-2,cn,CN,1873.0,1.0762259,8.652159,12.0731,5.543644,8.016224377408903
Adduct-2,us,US,8053.0,0.82380956,9.282009,12.193233,6.5012946,9.11107307140442
Adductor muscles-2,cn,CN,78.0,1.2286026,7.730986,11.691592,5.492409,6.60879444151054
Adductor muscles-2,us,US,228.0,1.1199583,8.791354,12.155016,6.6254687,8.353802933310732
Adenitis-2,us,US,57.0,1.1883522,7.67121,11.137699,5.3956738,6.50788061804586
Adenoid-2,cn,CN,154.0,1.071264,6.880975,9.576362,4.9712033,5.224977912492307
Adenoid-2,us,US,356.0,0.9994297,7.7393765,11.592666,5.170853,6.48511376643485
Adenoma-2,cn,CN,1360.0,1.0979524,7.7339215,11.635011,4.7083287,6.482938070531802
Adenoma-2,us,US,3808.0,1.0501504,8.586864,12.607652,5.826,7.888848903150887
Adenosine triphosphate-2,cn,CN,663.0,1.054578,8.063162,10.794897,5.318775,7.032213291497939
Adenosine triphosphate-2,us,US,3450.0,0.8867903,9.002946,12.622989,5.968977,8.622239348156242
Adenosine-2,cn,CN,1115.0,1.0132545,8.304101,11.479334,5.575433,7.437487942988369
Adenosine-2,us,US,9008.0,0.9013305,9.075846,12.506567,5.76151,8.74751585919654
Adhesion-2,cn,CN,5499.0,1.0225577,8.775231,12.51017,5.858029,8.183736040429949
Adhesion-2,us,US,9680.0,0.98402166,9.07967,12.502241,6.036771,8.747521365530375
Adiabatic process-2,cn,CN,2151.0,0.84033847,9.586061,12.705962,6.6189194,9.626814473512525
Adiabatic process-2,us,US,5126.0,0.74812275,9.9700775,12.202004,7.355348,10.410457989042044
Adipate-2,cn,CN,296.0,1.3720931,8.042465,11.964703,5.5236773,7.0545596271920346
Adipate-2,us,US,164.0,0.9610306,9.069193,12.00547,7.0721154,8.830951024901196
Adipic acid-2,cn,CN,202.0,1.0897588,8.206659,10.826287,5.816709,7.27572056099018
Adipose tissue-2,cn,,,,,,,
Adipose tissue-2,us,,,,,,,
Adjacency list-2,cn,CN,646.0,1.007743,8.509592,12.406726,6.00986,7.766073561974565
Adjacency list-2,us,US,480.0,1.1314709,8.819528,13.083011,6.332852,8.376513245035738
Adjudication-2,cn,CN,14.0,0.9307532,8.485473,10.056613,7.109912,8.30507294817285
Adjudication-2,us,US,387.0,1.0136992,8.703609,12.331178,5.9580626,8.167096950506831
Adjunct-2,cn,CN,31.0,1.0947315,8.832953,12.396499,7.1688237,8.676289929740733
Adjunct-2,us,US,441.0,0.9554512,9.625921,12.932624,6.533742,9.885008651211676
Adjunction-2,cn,CN,12.0,0.9029646,7.3519807,9.596259,5.860306,6.304489265788675
Adjunction-2,us,US,23.0,0.846504,8.503036,10.249588,7.082574,7.99090362820229
Adjunctive treatment-2,cn,CN,95.0,0.93841213,8.185952,10.849185,6.5072455,7.312653948229254
Adjunctive treatment-2,us,US,464.0,0.9429109,8.835939,11.690277,6.962152,8.378303482080412
Adjuvant-2,cn,CN,2419.0,0.97151023,8.210277,12.195575,5.5812573,7.207483709334724
Adjuvant-2,us,US,6714.0,1.0554636,8.803712,12.554033,5.639677,8.278401838088428
Administrative division-2,cn,,,,,,,
Administrative law-2,cn,CN,14.0,0.97989184,5.946668,7.723751,4.443378,4.169366975407016
Administrative law-2,us,US,74.0,1.1188827,7.128133,9.947956,4.856047,5.592547275983861
Administrative services organization-2,cn,CN,3.0,0.7534449,5.438474,6.269424,4.4453654,4.814085364341736
Admiration-2,cn,CN,12.0,0.81884426,8.228259,9.581783,6.6638627,7.912725661740154
Admiration-2,us,US,103.0,1.2445929,8.484748,12.5168915,6.492228,7.868279009547535
Adnexal mass-2,cn,CN,76.0,1.1620619,6.5067163,9.538578,4.3431654,4.642050433577154
Adnexal mass-2,us,US,266.0,1.040648,7.3693366,10.628879,4.6681275,5.797885920968753
Adobe-2,cn,CN,46.0,1.2947066,7.5445137,10.289758,4.5932255,6.385357078919768
Adobe-2,us,US,46.0,1.1497993,8.311064,10.927265,5.8022146,7.6405267323848705
Adolescent development-2,cn,CN,25.0,1.1994385,6.344798,9.70394,4.6684575,4.588307666056096
